,index,bm_name,bm_type,compiler,git_hash,hostname,matrix_args,nt_stores_instruction_set,tag,access_size,exec_mode,explicit_hugepages_size,flush_instruction,memory_region_size,min_io_chunk_size,numa_memory_nodes,numa_task_nodes,number_partitions,number_threads,operation,percentage_pages_first_node,run_time,transparent_huge_pages,accessed_bytes,bandwidth,execution_time,thread_bandwidth_avg,thread_bandwidth_std_dev,threads,number_operations,random_distribution,bandwidth_gb
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,128,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,346214629376,32.092941516150745,10.046991169,2.292352965439339,2.280991478867742,"[{'accessed_bytes': 7918845952, 'bandwidth': 0.735350250678093, 'execution_time': 10.029234359}, {'accessed_bytes': 8120172544, 'bandwidth': 0.7541631203872401, 'execution_time': 10.027671462}, {'accessed_bytes': 8254390272, 'bandwidth': 0.7664978627193451, 'execution_time': 10.029382173}, {'accessed_bytes': 29997662208, 'bandwidth': 2.791117434782217, 'execution_time': 10.00943194}, {'accessed_bytes': 87845502976, 'bandwidth': 8.180752791842968, 'execution_time': 10.000607778}, {'accessed_bytes': 52143587328, 'bandwidth': 4.855270564233578, 'execution_time': 10.002017263}, {'accessed_bytes': 52546240512, 'bandwidth': 4.892846472781081, 'execution_time': 10.001846629}, {'accessed_bytes': 7784628224, 'bandwidth': 0.724670241850061, 'execution_time': 10.004550458}, {'accessed_bytes': 34493956096, 'bandwidth': 3.211918091660264, 'execution_time': 10.001811716}, {'accessed_bytes': 22749904896, 'bandwidth': 2.118340099072489, 'execution_time': 10.00193501}, {'accessed_bytes': 9529458688, 'bandwidth': 0.886857087764738, 'execution_time': 10.007249333}, {'accessed_bytes': 8388608000, 'bandwidth': 0.7804739054896881, 'execution_time': 10.009943888}, {'accessed_bytes': 8791261184, 'bandwidth': 0.818559789951913, 'execution_time': 10.002323716}, {'accessed_bytes': 7650410496, 'bandwidth': 0.7113520519271711, 'execution_time': 10.016137552}]",,,34.45953356107703
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,256,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,337557585920,31.2484868277468,10.060487144,2.232034773410485,2.475781328211895,"[{'accessed_bytes': 51271172096, 'bandwidth': 4.772496614104303, 'execution_time': 10.005245443}, {'accessed_bytes': 9261023232, 'bandwidth': 0.8597391582434211, 'execution_time': 10.032112551}, {'accessed_bytes': 15703474176, 'bandwidth': 1.461843883971797, 'execution_time': 10.004488277}, {'accessed_bytes': 14965276672, 'bandwidth': 1.392729887890692, 'execution_time': 10.007324551}, {'accessed_bytes': 7381975040, 'bandwidth': 0.6874421648719711, 'execution_time': 10.000841309}, {'accessed_bytes': 15099494400, 'bandwidth': 1.40459812392142, 'execution_time': 10.011760489}, {'accessed_bytes': 15703474176, 'bandwidth': 1.461266179608993, 'execution_time': 10.008443502}, {'accessed_bytes': 15367929856, 'bandwidth': 1.429684068041053, 'execution_time': 10.010952993}, {'accessed_bytes': 55364812800, 'bandwidth': 5.155541824979391, 'execution_time': 10.001373619}, {'accessed_bytes': 99589554176, 'bandwidth': 9.272610680043021, 'execution_time': 10.00257675}, {'accessed_bytes': 7583301632, 'bandwidth': 0.706126217627527, 'execution_time': 10.001752978}, {'accessed_bytes': 14696841216, 'bandwidth': 1.368034972991164, 'execution_time': 10.005226672}, {'accessed_bytes': 7717519360, 'bandwidth': 0.718564733245248, 'execution_time': 10.002578289}, {'accessed_bytes': 7851737088, 'bandwidth': 0.729274726222027, 'execution_time': 10.027085455}]",,,33.55280724366482
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,512,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,345543540736,31.986806855207593,10.060788545,2.284771918229113,1.9740215657198,"[{'accessed_bytes': 55297703936, 'bandwidth': 5.148925903163045, 'execution_time': 10.00208606}, {'accessed_bytes': 7918845952, 'bandwidth': 0.737023154494808, 'execution_time': 10.006469885}, {'accessed_bytes': 7985954816, 'bandwidth': 0.741406015891782, 'execution_time': 10.031615391}, {'accessed_bytes': 14159970304, 'bandwidth': 1.315571114344013, 'execution_time': 10.024163541}, {'accessed_bytes': 14562623488, 'bandwidth': 1.355355640253845, 'execution_time': 10.006598709}, {'accessed_bytes': 8053063680, 'bandwidth': 0.748403402581942, 'execution_time': 10.02133338}, {'accessed_bytes': 56975425536, 'bandwidth': 5.303671040102242, 'execution_time': 10.004862594}, {'accessed_bytes': 53418655744, 'bandwidth': 4.970817461730495, 'execution_time': 10.008414186}, {'accessed_bytes': 15703474176, 'bandwidth': 1.462121951993546, 'execution_time': 10.002585612}, {'accessed_bytes': 14227079168, 'bandwidth': 1.32386017968523, 'execution_time': 10.008609824}, {'accessed_bytes': 14294188032, 'bandwidth': 1.3299680362290611, 'execution_time': 10.009639057}, {'accessed_bytes': 14361296896, 'bandwidth': 1.337213050259692, 'execution_time': 10.002145879}, {'accessed_bytes': 60733521920, 'bandwidth': 5.654905381122401, 'execution_time': 10.002377792}, {'accessed_bytes': 7851737088, 'bandwidth': 0.7299714504786631, 'execution_time': 10.017515062}]",,,34.345572336646306
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,1024,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,340241940480,31.61511910069518,10.022894394,2.258222792906798,3.234258256369369,"[{'accessed_bytes': 8187281408, 'bandwidth': 0.7609511059392521, 'execution_time': 10.020354712}, {'accessed_bytes': 8388608000, 'bandwidth': 0.7795553200902791, 'execution_time': 10.021739059}, {'accessed_bytes': 8455716864, 'bandwidth': 0.785701246444449, 'execution_time': 10.022893607}, {'accessed_bytes': 15233712128, 'bandwidth': 1.41659581631545, 'execution_time': 10.015206763}, {'accessed_bytes': 18790481920, 'bandwidth': 1.7483675941104262, 'execution_time': 10.009336743}, {'accessed_bytes': 14696841216, 'bandwidth': 1.367261857564524, 'execution_time': 10.010884107}, {'accessed_bytes': 108783468544, 'bandwidth': 10.12852326682721, 'execution_time': 10.002692133}, {'accessed_bytes': 8120172544, 'bandwidth': 0.755542135368878, 'execution_time': 10.009368963}, {'accessed_bytes': 7784628224, 'bandwidth': 0.7248538411238441, 'execution_time': 10.002016391}, {'accessed_bytes': 8053063680, 'bandwidth': 0.748980983584638, 'execution_time': 10.013605371}, {'accessed_bytes': 15435038720, 'bandwidth': 1.435885742356419, 'execution_time': 10.011242243}, {'accessed_bytes': 7918845952, 'bandwidth': 0.7374497036441171, 'execution_time': 10.000682031}, {'accessed_bytes': 102743670784, 'bandwidth': 9.566901610510609, 'execution_time': 10.001932067}, {'accessed_bytes': 7650410496, 'bandwidth': 0.7114973004440821, 'execution_time': 10.014092809}]",,,33.946475649157684
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,2048,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,335477211136,31.065324194937798,10.057435681,2.218951728209842,3.234503610234804,"[{'accessed_bytes': 14495514624, 'bandwidth': 1.349730934512532, 'execution_time': 10.001993475}, {'accessed_bytes': 7985954816, 'bandwidth': 0.743531006994625, 'execution_time': 10.002945311}, {'accessed_bytes': 7851737088, 'bandwidth': 0.728897308055331, 'execution_time': 10.032277413}, {'accessed_bytes': 7851737088, 'bandwidth': 0.729868366262388, 'execution_time': 10.018929903}, {'accessed_bytes': 107307073536, 'bandwidth': 9.991938986038628, 'execution_time': 10.001812475}, {'accessed_bytes': 14361296896, 'bandwidth': 1.33566363413584, 'execution_time': 10.013748715}, {'accessed_bytes': 8120172544, 'bandwidth': 0.754550444843451, 'execution_time': 10.022524076}, {'accessed_bytes': 17783848960, 'bandwidth': 1.655254533234222, 'execution_time': 10.00601398}, {'accessed_bytes': 15367929856, 'bandwidth': 1.430716879408953, 'execution_time': 10.003726248}, {'accessed_bytes': 8455716864, 'bandwidth': 0.787487688023741, 'execution_time': 10.000156345}, {'accessed_bytes': 103683194880, 'bandwidth': 9.654296229178353, 'execution_time': 10.002023732}, {'accessed_bytes': 7516192768, 'bandwidth': 0.699508287504479, 'execution_time': 10.007029402}, {'accessed_bytes': 7516192768, 'bandwidth': 0.6999105202894881, 'execution_time': 10.001278445}, {'accessed_bytes': 7180648448, 'bandwidth': 0.668650455733243, 'execution_time': 10.001488734}]",,,33.35613786422385
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,4096,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,344402690048,31.88619675908418,10.05921159,2.277585482791727,2.656093188665361,"[{'accessed_bytes': 8321499136, 'bandwidth': 0.771888404835645, 'execution_time': 10.040311464}, {'accessed_bytes': 51204063232, 'bandwidth': 4.76559350771049, 'execution_time': 10.006623503}, {'accessed_bytes': 53351546880, 'bandwidth': 4.964955907302015, 'execution_time': 10.007641745}, {'accessed_bytes': 109186121728, 'bandwidth': 10.163907058876177, 'execution_time': 10.004764842}, {'accessed_bytes': 13958643712, 'bandwidth': 1.2955835673173701, 'execution_time': 10.034088366}, {'accessed_bytes': 8187281408, 'bandwidth': 0.7614107649722851, 'execution_time': 10.014305485}, {'accessed_bytes': 7851737088, 'bandwidth': 0.7299865583903851, 'execution_time': 10.017307738}, {'accessed_bytes': 14159970304, 'bandwidth': 1.318312976084476, 'execution_time': 10.003315024}, {'accessed_bytes': 15166603264, 'bandwidth': 1.412090819996389, 'execution_time': 10.002897689}, {'accessed_bytes': 15502147584, 'bandwidth': 1.4435282599127, 'execution_time': 10.001536098}, {'accessed_bytes': 8589934592, 'bandwidth': 0.7980820664961771, 'execution_time': 10.024031783}, {'accessed_bytes': 14965276672, 'bandwidth': 1.393218129783715, 'execution_time': 10.003817566}, {'accessed_bytes': 9126805504, 'bandwidth': 0.849984604398857, 'execution_time': 10.000181128}, {'accessed_bytes': 14831058944, 'bandwidth': 1.379100361788571, 'execution_time': 10.01558725}]",,,34.23754306852194
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,8192,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,342322315264,31.654790822424687,10.071540254,2.261056487316049,2.690453690556711,"[{'accessed_bytes': 7717519360, 'bandwidth': 0.717445095721809, 'execution_time': 10.018188211}, {'accessed_bytes': 107709726720, 'bandwidth': 10.02547156682058, 'execution_time': 10.005763752}, {'accessed_bytes': 56304336896, 'bandwidth': 5.239151893966493, 'execution_time': 10.008776432}, {'accessed_bytes': 7583301632, 'bandwidth': 0.704273380344401, 'execution_time': 10.028066085}, {'accessed_bytes': 7985954816, 'bandwidth': 0.7430367169252411, 'execution_time': 10.009599567}, {'accessed_bytes': 7784628224, 'bandwidth': 0.7219275643612411, 'execution_time': 10.04255878}, {'accessed_bytes': 14562623488, 'bandwidth': 1.355707616630983, 'execution_time': 10.00400074}, {'accessed_bytes': 7918845952, 'bandwidth': 0.736356075034663, 'execution_time': 10.015534943}, {'accessed_bytes': 18320719872, 'bandwidth': 1.705641323302289, 'execution_time': 10.003568609}, {'accessed_bytes': 15703474176, 'bandwidth': 1.462092210931842, 'execution_time': 10.002789079}, {'accessed_bytes': 7583301632, 'bandwidth': 0.70451708797598, 'execution_time': 10.024597161}, {'accessed_bytes': 53485764608, 'bandwidth': 4.98083194084421, 'execution_time': 10.000839336}, {'accessed_bytes': 15300820992, 'bandwidth': 1.424868426652075, 'execution_time': 10.000923407}, {'accessed_bytes': 14361296896, 'bandwidth': 1.335947497016853, 'execution_time': 10.011620988}]",,,33.989072836008745
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,16384,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,343396057088,31.890229267982917,10.028541887,2.277873519141637,1.933152974837928,"[{'accessed_bytes': 15233712128, 'bandwidth': 1.418032987785302, 'execution_time': 10.005056386}, {'accessed_bytes': 56975425536, 'bandwidth': 5.30464531349526, 'execution_time': 10.003025059}, {'accessed_bytes': 14361296896, 'bandwidth': 1.335732886967827, 'execution_time': 10.013229539}, {'accessed_bytes': 51673825280, 'bandwidth': 4.811217239514183, 'execution_time': 10.002666187}, {'accessed_bytes': 14227079168, 'bandwidth': 1.3246072143551881, 'execution_time': 10.002965299}, {'accessed_bytes': 15032385536, 'bandwidth': 1.398741871410935, 'execution_time': 10.008994716}, {'accessed_bytes': 7516192768, 'bandwidth': 0.699847295139803, 'execution_time': 10.002181974}, {'accessed_bytes': 14294188032, 'bandwidth': 1.329530420984913, 'execution_time': 10.012933732}, {'accessed_bytes': 54626615296, 'bandwidth': 5.087486292276934, 'execution_time': 10.000026944}, {'accessed_bytes': 7381975040, 'bandwidth': 0.6866357101399491, 'execution_time': 10.012587313}, {'accessed_bytes': 9193914368, 'bandwidth': 0.8554178968600861, 'execution_time': 10.009727446}, {'accessed_bytes': 14898167808, 'bandwidth': 1.3870451941225501, 'execution_time': 10.003278955}, {'accessed_bytes': 8254390272, 'bandwidth': 0.7680827641984921, 'execution_time': 10.00868703}, {'accessed_bytes': 59726888960, 'bandwidth': 5.5615326792841735, 'execution_time': 10.001739306}]",,,34.241872941982166
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,32768,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,334671904768,31.002869675947913,10.053504829,2.214490691139136,1.861718231560826,"[{'accessed_bytes': 8120172544, 'bandwidth': 0.753251365669477, 'execution_time': 10.039809212}, {'accessed_bytes': 14562623488, 'bandwidth': 1.353204365533007, 'execution_time': 10.022506833}, {'accessed_bytes': 7851737088, 'bandwidth': 0.7310046336162971, 'execution_time': 10.003356564}, {'accessed_bytes': 14965276672, 'bandwidth': 1.39157998603379, 'execution_time': 10.015593886}, {'accessed_bytes': 7583301632, 'bandwidth': 0.7052630203009761, 'execution_time': 10.013994491}, {'accessed_bytes': 53955526656, 'bandwidth': 5.023388648627857, 'execution_time': 10.003207698}, {'accessed_bytes': 14092861440, 'bandwidth': 1.311686595465564, 'execution_time': 10.006201211}, {'accessed_bytes': 53083111424, 'bandwidth': 4.940488128183811, 'execution_time': 10.006602327}, {'accessed_bytes': 51673825280, 'bandwidth': 4.810069744969828, 'execution_time': 10.005052432}, {'accessed_bytes': 28789702656, 'bandwidth': 2.6805877991166343, 'execution_time': 10.002470357}, {'accessed_bytes': 8522825728, 'bandwidth': 0.791424278905947, 'execution_time': 10.029386527}, {'accessed_bytes': 8120172544, 'bandwidth': 0.7555194413344161, 'execution_time': 10.009669621}, {'accessed_bytes': 9261023232, 'bandwidth': 0.8624772922666101, 'execution_time': 10.000263285}, {'accessed_bytes': 54089744384, 'bandwidth': 5.034642991141816, 'execution_time': 10.0056747}]",,,33.2890778350866
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,65536,sequential,0,none,7516192768,67108864,[8],[0],1,14,write,-1,10,False,342792077312,31.847749716115594,10.02425612,2.274839265436828,1.995154476599328,"[{'accessed_bytes': 14294188032, 'bandwidth': 1.328544049379648, 'execution_time': 10.02036779}, {'accessed_bytes': 55096377344, 'bandwidth': 5.130919899189734, 'execution_time': 10.000643356}, {'accessed_bytes': 7985954816, 'bandwidth': 0.742144766844382, 'execution_time': 10.02162965}, {'accessed_bytes': 7985954816, 'bandwidth': 0.7421538279429201, 'execution_time': 10.021507294}, {'accessed_bytes': 7516192768, 'bandwidth': 0.6998414773673101, 'execution_time': 10.002265122}, {'accessed_bytes': 27984396288, 'bandwidth': 2.603775041000847, 'execution_time': 10.009505272}, {'accessed_bytes': 7516192768, 'bandwidth': 0.6996559412523341, 'execution_time': 10.004917542}, {'accessed_bytes': 7516192768, 'bandwidth': 0.6997028666995571, 'execution_time': 10.004246564}, {'accessed_bytes': 7583301632, 'bandwidth': 0.704792707940989, 'execution_time': 10.020676889}, {'accessed_bytes': 53217329152, 'bandwidth': 4.951791820614515, 'execution_time': 10.009003164}, {'accessed_bytes': 56505663488, 'bandwidth': 5.261387447529756, 'execution_time': 10.002114561}, {'accessed_bytes': 14763950080, 'bandwidth': 1.374645732625158, 'execution_time': 10.002577154}, {'accessed_bytes': 15703474176, 'bandwidth': 1.46249347961907, 'execution_time': 10.000044584}, {'accessed_bytes': 59122909184, 'bandwidth': 5.503688977764249, 'execution_time': 10.004653283}]",,,34.196260870477445
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,64,sequential,0,none,7516192768,67108864,[8],[0],1,15,write,-1,10,False,347221262336,32.22839996280264,10.033852142,2.148559997520176,2.646874933376515,"[{'accessed_bytes': 16508780544, 'bandwidth': 1.5371644536011542, 'execution_time': 10.002182892}, {'accessed_bytes': 7851737088, 'bandwidth': 0.7304465894659351, 'execution_time': 10.010998895}, {'accessed_bytes': 8187281408, 'bandwidth': 0.760347329958986, 'execution_time': 10.028311667}, {'accessed_bytes': 15435038720, 'bandwidth': 1.4354548751416512, 'execution_time': 10.014247225}, {'accessed_bytes': 8187281408, 'bandwidth': 0.7622040056964271, 'execution_time': 10.0038834}, {'accessed_bytes': 7784628224, 'bandwidth': 0.722906141326289, 'execution_time': 10.028964461}, {'accessed_bytes': 8120172544, 'bandwidth': 0.75439005938057, 'execution_time': 10.024654893}, {'accessed_bytes': 8388608000, 'bandwidth': 0.7794021436719251, 'execution_time': 10.023708638}, {'accessed_bytes': 109320339456, 'bandwidth': 10.181147424939693, 'execution_time': 10.00010075}, {'accessed_bytes': 51942260736, 'bandwidth': 4.834745242900841, 'execution_time': 10.005697833}, {'accessed_bytes': 16173236224, 'bandwidth': 1.5052976859129772, 'execution_time': 10.006326417}, {'accessed_bytes': 8187281408, 'bandwidth': 0.7607334125455051, 'execution_time': 10.023222162}, {'accessed_bytes': 8455716864, 'bandwidth': 0.7857026167155781, 'execution_time': 10.022876127}, {'accessed_bytes': 16978542592, 'bandwidth': 1.5805431995735062, 'execution_time': 10.004471883}, {'accessed_bytes': 55700357120, 'bandwidth': 5.18698954265342, 'execution_time': 10.000984111}]",,,34.604980960661244
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,128,sequential,0,none,7516192768,67108864,[8],[0],1,15,write,-1,10,False,344805343232,31.859374336646965,10.079450921,2.123958289109798,1.9304985621925512,"[{'accessed_bytes': 55901683712, 'bandwidth': 5.203600916501661, 'execution_time': 10.005090866}, {'accessed_bytes': 8120172544, 'bandwidth': 0.753200901525455, 'execution_time': 10.040481875}, {'accessed_bytes': 7985954816, 'bandwidth': 0.740558635136625, 'execution_time': 10.04309402}, {'accessed_bytes': 53552873472, 'bandwidth': 4.98278558624887, 'execution_time': 10.009461402}, {'accessed_bytes': 7784628224, 'bandwidth': 0.723220810342564, 'execution_time': 10.024600919}, {'accessed_bytes': 8254390272, 'bandwidth': 0.7685901466229711, 'execution_time': 10.002079826}, {'accessed_bytes': 16508780544, 'bandwidth': 1.536160067329894, 'execution_time': 10.008722611}, {'accessed_bytes': 7851737088, 'bandwidth': 0.7292117615375051, 'execution_time': 10.027951256}, {'accessed_bytes': 16374562816, 'bandwidth': 1.524894349677345, 'execution_time': 10.000692837}, {'accessed_bytes': 58384711680, 'bandwidth': 5.435162745770799, 'execution_time': 10.004300247}, {'accessed_bytes': 8120172544, 'bandwidth': 0.753889076187998, 'execution_time': 10.031316594}, {'accessed_bytes': 28252831744, 'bandwidth': 2.629253546520519, 'execution_time': 10.007593233}, {'accessed_bytes': 51875151872, 'bandwidth': 4.83104421684054, 'execution_time': 10.00042596}, {'accessed_bytes': 7985954816, 'bandwidth': 0.742616549632872, 'execution_time': 10.015262929}, {'accessed_bytes': 7851737088, 'bandwidth': 0.729689484536023, 'execution_time': 10.021386021}]",,,34.2087427117301
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,256,sequential,0,none,7516192768,67108864,[8],[0],1,15,write,-1,10,False,346147520512,32.115228013536345,10.0380729,2.141015200902423,1.895794812621353,"[{'accessed_bytes': 15099494400, 'bandwidth': 1.402352534996163, 'execution_time': 10.027792334}, {'accessed_bytes': 7717519360, 'bandwidth': 0.7163095415578411, 'execution_time': 10.034069886}, {'accessed_bytes': 7918845952, 'bandwidth': 0.7371141816115571, 'execution_time': 10.005234174}, {'accessed_bytes': 15099494400, 'bandwidth': 1.40302058964118, 'execution_time': 10.023017555}, {'accessed_bytes': 7918845952, 'bandwidth': 0.735966434798866, 'execution_time': 10.020837434}, {'accessed_bytes': 55499030528, 'bandwidth': 5.167159587032809, 'execution_time': 10.003077925}, {'accessed_bytes': 15032385536, 'bandwidth': 1.39878910324305, 'execution_time': 10.00865675}, {'accessed_bytes': 15770583040, 'bandwidth': 1.4687012561552302, 'execution_time': 10.000331884}, {'accessed_bytes': 16777216000, 'bandwidth': 1.559657497540589, 'execution_time': 10.018225171}, {'accessed_bytes': 54626615296, 'bandwidth': 5.081561318521823, 'execution_time': 10.011686726}, {'accessed_bytes': 7985954816, 'bandwidth': 0.7434758501202461, 'execution_time': 10.003687408}, {'accessed_bytes': 8187281408, 'bandwidth': 0.7624900224368111, 'execution_time': 10.000130855}, {'accessed_bytes': 56841207808, 'bandwidth': 5.290879856933097, 'execution_time': 10.005424699}, {'accessed_bytes': 53955526656, 'bandwidth': 5.022923195554074, 'execution_time': 10.004134653}, {'accessed_bytes': 7717519360, 'bandwidth': 0.717760466853529, 'execution_time': 10.013786398}]",,,34.483463505430414
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,512,sequential,0,none,7516192768,67108864,[8],[0],1,15,write,-1,10,False,335544320000,31.074124890504777,10.056598572,2.071608326033652,1.7755720593007651,"[{'accessed_bytes': 8321499136, 'bandwidth': 0.774110072532719, 'execution_time': 10.011496136}, {'accessed_bytes': 10267656192, 'bandwidth': 0.9544693470448401, 'execution_time': 10.018655947}, {'accessed_bytes': 52143587328, 'bandwidth': 4.856042639695222, 'execution_time': 10.000427015}, {'accessed_bytes': 54962159616, 'bandwidth': 5.114629785690633, 'execution_time': 10.008055743}, {'accessed_bytes': 8321499136, 'bandwidth': 0.77394236720064, 'execution_time': 10.013665524}, {'accessed_bytes': 14562623488, 'bandwidth': 1.355868677662484, 'execution_time': 10.002812384}, {'accessed_bytes': 15904800768, 'bandwidth': 1.4807130610164592, 'execution_time': 10.003626219}, {'accessed_bytes': 8657043456, 'bandwidth': 0.805324291886872, 'execution_time': 10.011494849}, {'accessed_bytes': 49526341632, 'bandwidth': 4.610970716230314, 'execution_time': 10.00331662}, {'accessed_bytes': 8053063680, 'bandwidth': 0.7486108314769621, 'execution_time': 10.018556618}, {'accessed_bytes': 10468982784, 'bandwidth': 0.9739830718717261, 'execution_time': 10.010440922}, {'accessed_bytes': 8053063680, 'bandwidth': 0.7491207793399991, 'execution_time': 10.011736701}, {'accessed_bytes': 27581743104, 'bandwidth': 2.568272494193344, 'execution_time': 10.001859249}, {'accessed_bytes': 8187281408, 'bandwidth': 0.760505273228516, 'execution_time': 10.026228967}, {'accessed_bytes': 50532974592, 'bandwidth': 4.70327571898445, 'execution_time': 10.00632385}]",,,33.3655875391344
0,0,sequential_writes,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'flush_instruction', 'number_threads']",none,,1024,sequential,0,none,7516192768,67108864,[8],[0],1,15,write,-1,10,False,340913029120,31.518285735960706,10.073517407,2.101219049064047,1.802727264205238,"[{'accessed_bytes': 15099494400, 'bandwidth': 1.403604984026956, 'execution_time': 10.018844447}, {'accessed_bytes': 15770583040, 'bandwidth': 1.466053822344465, 'execution_time': 10.018390714}, {'accessed_bytes': 54895050752, 'bandwidth': 5.110619716125902, 'execution_time': 10.00367917}, {'accessed_bytes': 14696841216, 'bandwidth': 1.366540829460327, 'execution_time': 10.016166151}, {'accessed_bytes': 7985954816, 'bandwidth': 0.742227900626311, 'execution_time': 10.02050717}, {'accessed_bytes': 7381975040, 'bandwidth': 0.6873494235302811, 'execution_time': 10.002190683}, {'accessed_bytes': 51204063232, 'bandwidth': 4.767743688549986, 'execution_time': 10.002110666}, {'accessed_bytes': 53217329152, 'bandwidth': 4.956105061681135, 'execution_time': 10.000292444}, {'accessed_bytes': 53821308928, 'bandwidth': 5.007628718995765, 'execution_time': 10.00972772}, {'accessed_bytes': 15502147584, 'bandwidth': 1.443158749261381, 'execution_time': 10.004096921}, {'accessed_bytes': 7583301632, 'bandwidth': 0.704591455127859, 'execution_time': 10.0235391}, {'accessed_bytes': 8187281408, 'bandwidth': 0.7618483370261091, 'execution_time': 10.00855371}, {'accessed_bytes': 16307453952, 'bandwidth': 1.518530450867413, 'execution_time': 10.0014458}, {'accessed_bytes': 8187281408, 'bandwidth': 0.762257482903366, 'execution_time': 10.003181564}, {'accessed_bytes': 11072962560, 'bandwidth': 1.029998094481052, 'execution_time': 10.012154445}]",,,33.842501615483634
